gene_id	BDF1_FPKM_rep1	BDF1_FPKM_rep2	ICR_FPKM_rep1	ICR_FPKM_rep2	ddY_FPKM_rep1	ddY_FPKM_rep2
1700112E06Rik	0.57	0.61	0.46	0.71	0.5	0.58
1700112H15Rik	0.1	0.05	0.31	0.25	0.04	0.08
1700112J05Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700112J16Rik	0.15	0.1	0.04	0.37	0.04	0.05
1700113A16Rik	0.89	1.22	0.79	0.79	0.56	0.72
1700113B09Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700113H08Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700116B05Rik	1.14	2.24	1.16	1.96	0.97	1.5
1700119H24Rik	0.0	0.0	0.0	0.06	0.0	0.0
1700120C14Rik	0.22	0.0	0.29	0.75	0.25	0.26
1700120E14Rik	0.01	0.0	0.01	0.0	0.0	0.01
1700120G07Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700120K04Rik	0.0	0.28	0.08	0.19	0.0	0.14
1700121L16Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700121N20Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700122C19Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700122O11Rik	0.0	0.0	0.04	0.0	0.0	0.0
1700123I01Rik	1.35	1.43	1.98	2.13	1.62	1.14
1700123J17Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700123K08Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700123L14Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700123M08Rik	0.57	0.6	0.57	0.18	0.27	0.23
1700123O12Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700123O20Rik	0.14	0.11	0.12	0.08	0.19	0.13
1700123O21Rik	0.0	0.07	0.05	0.0	0.0	0.0
1700124L16Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700125G02Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700125G22Rik	0.22	0.14	0.08	0.12	0.03	0.0
1700125H03Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700125H20Rik	0.24	0.04	0.06	0.05	0.0	0.09
1700126H18Rik	0.0	0.0	0.0	0.0	0.0	0.0
1700128A07Rik	0.0	0.0	0.0	0.0	0.03	0.0
1700128F08Rik	0.0	0.0	0.05	0.0	0.0	0.0
1700129C05Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810006J02Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810007C17Rik	0.04	0.31	0.3	0.45	0.0	0.23
1810007D17Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810008I18Rik	0.19	0.06	0.05	0.46	0.18	0.14
1810009A15Rik	17.01	21.75	21.7	24.15	17.33	19.34
1810009J06Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810010D01Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810010H24Rik	3.08	3.47	2.33	4.14	4.71	4.01
1810011H11Rik	0.03	0.0	0.0	0.0	0.0	0.0
1810011O10Rik	0.03	0.03	0.02	0.07	0.04	0.14
1810012K16Rik	0.0	0.0	0.0	0.0	0.0	0.07
1810013A23Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810013L24Rik	30.13	28.71	24.05	27.1	25.75	25.39
1810014B01Rik	0.0	0.06	0.05	0.12	0.0	0.03
1810018F18Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810019D21Rik	1.04	1.22	0.68	0.47	0.64	0.5
1810020O05Rik	0.06	0.07	0.03	0.0	0.07	0.0
1810021B22Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810022K09Rik	10.12	16.21	24.32	23.79	14.99	12.19
1810024B03Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810026B05Rik	0.06	0.07	0.23	0.36	0.05	0.05
1810026J23Rik	3.34	2.86	2.95	3.08	2.84	2.84
1810030O07Rik	0.07	0.03	0.03	0.08	0.04	0.03
1810032O08Rik	0.0	0.0	0.0	0.01	0.03	0.0
1810034E14Rik	0.16	0.06	0.0	0.04	0.06	0.0
1810037I17Rik	5.47	6.54	5.92	8.38	5.95	6.25
1810041H14Rik	0.13	0.8	0.0	0.0	0.0	0.0
1810041L15Rik	2.5	2.17	3.78	3.66	4.98	4.25
1810043G02Rik	15.47	18.36	16.96	18.94	15.88	16.21
1810043H04Rik	29.56	47.28	35.46	60.87	26.46	33.77
1810044D09Rik	0.96	0.69	0.93	0.93	0.71	0.84
1810046K07Rik	0.16	0.52	0.22	0.52	0.3	0.16
1810053B23Rik	0.31	0.28	0.17	0.16	0.38	0.02
1810055G02Rik	35.5	42.16	45.94	50.01	39.54	45.54
1810058I24Rik	9.6	12.31	7.84	11.27	7.32	9.15
1810062G17Rik	0.23	0.17	0.25	0.14	0.47	0.16
1810062O18Rik	0.17	0.0	0.05	0.0	0.0	0.0
1810063I02Rik	0.0	0.0	0.35	0.31	0.0	0.31
1810064F22Rik	0.0	0.0	0.0	0.0	0.0	0.0
1810065E05Rik	0.0	0.0	0.0	0.0	0.0	0.03
2010001A14Rik	0.07	0.11	0.18	0.18	0.26	0.29
2010001E11Rik	0.03	0.0	0.02	0.0	0.01	0.01
2010003K11Rik	0.08	0.22	0.03	0.1	0.02	0.21
2010005H15Rik	0.12	0.3	0.0	0.0	0.0	0.0
2010009K17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2010010A06Rik	0.0	0.0	0.05	0.0	0.0	0.05
2010012O05Rik	0.3	0.41	0.28	0.52	0.28	0.37
2010016I18Rik	0.04	0.0	0.0	0.0	0.0	0.0
2010106C02Rik	0.0	0.0	0.0	0.0	0.0	0.0
2010106E10Rik	0.12	0.06	0.35	0.13	0.06	0.11
2010107E04Rik	121.29	187.55	235.15	220.54	198.45	192.23
2010107G12Rik	0.03	0.0	0.04	0.01	0.02	0.07
2010107G23Rik	79.72	71.2	72.83	46.69	77.79	75.85
2010109A12Rik	0.33	0.19	0.6	0.56	0.38	0.0
2010109I03Rik	0.0	0.0	0.0	0.0	0.0	0.0
2010111I01Rik	3.77	4.3	3.84	4.93	6.07	5.59
2010204K13Rik	0.39	0.09	0.37	0.19	0.13	0.48
2010300C02Rik	1.48	1.55	1.34	1.2	1.64	1.58
2010308F09Rik	0.0	0.0	0.0	0.0	0.0	0.0
2010310C07Rik	0.0	0.0	0.0	0.0	0.0	0.0
2010315B03Rik	0.01	0.0	0.04	0.06	0.0	0.01
2010320M18Rik	0.86	1.55	1.07	1.58	0.63	1.39
2200002D01Rik	0.44	0.11	0.77	0.86	0.44	0.55
2200002J24Rik	0.0	0.0	0.0	0.0	0.05	0.0
2210010C04Rik	0.0	0.0	0.0	0.0	0.01	0.0
2210011C24Rik	2.58	3.71	3.45	4.55	3.87	3.22
2210013O21Rik	0.68	0.61	0.72	0.86	0.93	1.08
2210015D19Rik	2.52	3.02	2.77	3.99	3.66	3.44
2210016F16Rik	2.86	3.95	2.71	3.14	3.18	3.27
2210016L21Rik	0.18	0.49	0.26	0.23	0.24	0.08
2210018M11Rik	17.89	16.29	15.85	18.1	16.87	17.52
2210019I11Rik	4.63	5.62	5.9	5.74	6.6	7.12
2210039B01Rik	0.0	0.07	0.0	0.02	0.0	0.0
2210404E10Rik	1.95	1.51	1.29	1.23	0.8	0.74
2210404O09Rik	0.04	0.0	0.0	0.01	0.01	0.01
2210406O10Rik	7.04	8.59	9.24	8.57	8.68	8.01
2210407C18Rik	0.0	0.0	0.0	0.0	0.0	0.0
2210408F21Rik	0.0	0.0	0.0	0.0	0.0	0.0
2210408I21Rik	1.62	1.99	0.98	0.69	1.93	2.62
2210409D07Rik	0.0	0.0	0.0	0.0	0.0	0.0
2210409E12Rik	0.92	0.77	1.24	0.13	1.05	0.42
2210414B05Rik	0.0	0.0	0.0	0.0	0.0	0.0
2210416O15Rik	0.0	0.0	0.0	0.0	0.0	0.0
2210417A02Rik	1.93	3.34	1.79	1.54	4.28	3.72
2210420H20Rik	0.0	0.0	0.0	0.0	0.0	0.0
2300002M23Rik	6.17	7.28	3.09	4.02	3.41	3.21
2300003K06Rik	0.0	0.0	0.0	0.0	0.0	0.0
2300005B03Rik	0.0	0.0	0.0	0.08	0.0	0.18
2300009A05Rik	1.44	2.58	2.79	2.62	2.36	2.77
2310001H17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310001K24Rik	0.23	0.39	0.1	0.0	0.09	0.09
2310002D06Rik	0.0	0.21	0.0	0.14	0.07	0.0
2310002F09Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310002L09Rik	0.02	0.0	0.0	0.0	0.0	0.0
2310003N18Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310005A03Rik	0.08	0.0	0.0	0.0	0.0	0.0
2310005E17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310007B03Rik	0.01	0.0	0.0	0.0	0.0	0.0
2310008N11Rik	0.63	1.24	0.93	1.53	1.09	0.91
2310009A05Rik	2.35	6.88	2.63	6.51	4.37	4.52
2310009B15Rik	0.72	3.13	1.54	2.08	1.89	1.4
2310010G23Rik	0.39	0.18	0.24	0.33	0.15	0.19
2310010J17Rik	0.68	1.72	2.59	1.71	1.29	0.96
2310011J03Rik	6.85	7.86	6.4	6.22	6.4	6.12
2310015A10Rik	0.02	0.02	0.01	0.04	0.03	0.0
2310015D24Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310016D03Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310020H05Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310022A10Rik	10.76	11.47	11.37	11.24	10.68	9.94
2310022B05Rik	9.09	8.9	9.13	7.51	5.87	5.81
2310030A07Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310030G06Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310033P09Rik	72.21	72.71	93.08	94.09	65.52	72.72
2310034C09Rik	0.02	0.0	0.03	0.05	0.0	0.0
2310034G01Rik	0.22	0.27	0.04	0.17	0.43	0.16
2310034O05Rik	0.0	0.0	0.0	0.0	0.05	0.05
2310035C23Rik	10.81	10.36	10.71	9.32	9.62	9.95
2310036O22Rik	98.16	126.64	126.54	116.66	119.32	120.59
2310039H08Rik	0.49	0.98	0.4	0.57	0.71	1.24
2310039L15Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310040G24Rik	0.0	0.0	0.0	0.12	0.0	0.0
2310043L19Rik	0.0	0.0	0.05	0.0	0.0	0.0
2310043O21Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310045N01Rik	6.12	6.4	9.05	8.8	8.06	7.34
2310045n01rik-mef2b	0.0	0.0	0.08	0.0	0.0	0.0
2310047M10Rik	0.28	0.39	0.17	0.33	0.41	0.32
2310050C09Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310057J18Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310057M21Rik	15.08	17.5	18.18	20.52	18.83	16.61
2310057N15Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310061I04Rik	26.62	27.55	26.74	30.06	26.89	27.36
2310061N02Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310065F04Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310067B10Rik	3.31	2.67	2.85	2.95	3.23	2.63
2310068J16Rik	1.96	1.78	3.62	2.65	2.03	2.97
2310069B03Rik	0.0	0.02	0.01	0.0	0.0	0.0
2310069G16Rik	2.54	3.09	2.64	2.53	2.68	3.34
2310075C17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2310079G19Rik	0.03	0.0	0.07	0.06	0.03	0.03
2310081J21Rik	0.11	0.0	0.31	0.0	0.06	0.0
2400006E01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2410002F23Rik	0.69	0.92	1.16	1.42	1.15	1.62
2410003L11Rik	0.09	0.0	0.19	0.21	0.0	0.23
2410004B18Rik	19.24	21.9	17.0	18.98	17.84	18.13
2410004I01Rik	0.19	0.04	0.2	0.08	0.0	0.06
2410004P03Rik	0.02	0.14	0.06	0.06	0.08	0.0
2410006H16Rik	5.83	6.63	5.73	4.73	6.4	7.5
2410012E07Rik	0.34	0.42	0.17	0.42	0.18	0.39
2410015M20Rik	3.36	4.17	4.46	4.87	3.42	3.4
2410016O06Rik	0.01	0.08	0.02	0.04	0.08	0.03
2410017I17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2410018L13Rik	0.0	0.0	0.12	0.13	0.12	0.02
2410021H03Rik	1.76	2.28	1.93	1.75	1.1	1.64
2410089E03Rik	7.34	6.75	8.62	7.47	8.79	8.32
2410124H12Rik	0.0	0.0	0.0	0.0	0.0	0.0
2410127L17Rik	27.15	28.59	30.03	35.95	32.09	32.87
2410131K14Rik	5.81	6.5	8.02	7.91	6.65	6.4
2410137M14Rik	0.44	0.33	0.08	0.39	0.13	0.14
2410141K09Rik	6.96	6.25	5.13	6.24	4.37	3.7
2500002B13Rik	20.43	26.12	24.06	28.56	18.73	21.2
2500004C02Rik	0.17	0.19	0.09	0.15	0.06	0.08
2510002D24Rik	0.0	0.0	0.0	0.0	0.0	0.0
2510003B16Rik	2.44	2.8	1.65	3.16	2.91	1.5
2510009E07Rik	0.0	0.0	0.0	0.0	0.0	0.0
2510039O18Rik	1.4	1.54	2.02	2.23	2.45	2.55
2610001J05Rik	4.12	4.5	4.63	5.25	4.1	5.0
2610002M06Rik	1.47	1.26	1.37	1.42	1.48	1.56
2610005L07Rik	0.39	0.39	0.62	0.5	0.27	0.37
2610008E11Rik	0.16	0.05	0.34	0.31	0.14	0.08
2610015P09Rik	10.41	10.73	8.97	9.43	8.46	8.63
2610016A17Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610020C07Rik	0.09	0.25	0.26	0.17	0.11	0.19
2610020H08Rik	2.5	2.82	1.99	2.39	2.73	2.97
2610027K06Rik	0.03	0.01	0.01	0.04	0.07	0.02
2610028E06Rik	0.04	0.0	0.02	0.01	0.01	0.01
2610028H24Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610035D17Rik	0.94	1.38	1.53	1.66	2.11	2.13
2610035F20Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610037D02Rik	0.28	0.37	0.71	0.99	0.7	0.81
2610042L04Rik	0.0	0.02	0.0	0.01	0.0	0.0
2610044O15Rik8	0.28	0.11	0.32	0.44	0.27	0.38
2610100L16Rik	0.0	0.0	0.0	0.0	0.0	0.0
2610203C22Rik	0.62	0.9	0.52	0.36	0.91	0.73
2610206C17Rik	0.05	0.02	0.06	0.03	0.01	0.06
2610301B20Rik	0.0	0.0	0.01	0.08	0.0	0.0
2610305D13Rik	29.96	29.03	2.56	5.38	5.17	5.92
2610306M01Rik	1.51	2.79	3.65	3.38	1.58	1.68
2610307P16Rik	0.36	0.44	0.39	0.43	0.41	0.44
2610316D01Rik	3.92	3.97	4.69	3.86	3.82	4.12
2610318N02Rik	0.0	0.0	0.0	0.02	0.02	0.11
2610507B11Rik	18.68	16.56	11.38	14.33	13.23	12.11
2610507I01Rik	0.2	0.33	0.01	0.04	0.29	0.17
2610524H06Rik	8.67	12.03	12.55	12.92	9.0	9.69
2610528A11Rik	0.17	0.0	0.54	0.48	0.0	0.04
2610528J11Rik	0.41	0.43	0.14	0.45	0.24	0.19
2700029M09Rik	233.59	231.86	224.98	217.57	212.53	248.49
2700038G22Rik	0.05	0.21	0.0	0.0	0.02	0.0
2700046A07Rik	0.0	0.02	0.0	0.01	0.0	0.01
2700046G09Rik	0.01	0.0	0.02	0.0	0.04	0.19
2700049A03Rik	92.86	88.86	94.7	97.37	98.92	92.21
2700054A10Rik	5.32	6.02	1.3	1.64	7.41	4.69
2700060E02Rik	50.14	59.87	46.64	57.59	49.36	53.67
2700062C07Rik	72.26	86.23	74.29	88.04	73.06	79.77
2700069I18Rik	0.06	0.16	0.04	0.0	0.0	0.04
2700070H01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2700081O15Rik	0.03	0.01	0.03	0.01	0.0	0.05
2700089I24Rik	0.0	0.0	0.0	0.0	0.0	0.0
2700094K13Rik	6.43	6.98	9.3	15.35	10.08	8.03
2700097O09Rik	1.45	2.22	1.91	2.05	1.62	1.59
2700099C18Rik	3.21	3.81	3.6	3.5	3.3	3.55
2810001G20Rik	1.0	1.37	0.71	0.75	1.11	0.68
2810002D19Rik	2.2	2.24	1.08	1.46	0.98	1.08
2810004N23Rik	9.21	10.24	7.61	8.48	6.3	7.42
2810006K23Rik	1.13	1.41	1.76	1.67	1.09	1.3
2810013P06Rik	0.78	0.31	0.48	0.59	0.57	0.49
2810021J22Rik	0.86	0.85	0.81	1.21	0.66	0.93
2810025M15Rik	14.75	17.57	20.1	21.06	17.57	17.79
2810029C07Rik	0.42	0.39	0.25	0.26	0.26	0.39
2810032G03Rik	0.19	0.32	0.14	0.07	0.37	0.21
2810047C21Rik1	0.05	0.0	0.05	0.01	0.03	0.0
2810049E08Rik	0.0	0.0	0.05	0.0	0.0	0.02
2810403A07Rik	33.52	31.18	23.44	23.91	21.73	24.1
2810403D21Rik	0.59	0.65	1.14	0.72	0.75	1.27
2810404M03Rik	0.02	0.0	0.0	0.0	0.0	0.0
2810405F15Rik	0.0	0.0	0.0	0.0	0.0	0.0
2810408A11Rik	0.09	0.27	0.2	0.22	0.17	0.15
2810408I11Rik	38.8	37.79	51.4	52.29	55.0	58.62
2810410L24Rik	0.02	0.0	0.0	0.01	0.0	0.0
2810417H13Rik	0.0	0.0	0.0	0.0	0.0	0.0
2810428I15Rik	9.67	14.03	15.0	15.19	12.81	13.4
2810429I04Rik	0.3	0.5	0.67	0.83	0.34	0.73
2810433D01Rik	0.06	0.13	0.0	0.0	0.0	0.0
2810442N19Rik	0.15	0.13	0.24	0.14	0.09	0.06
2810454H06Rik	0.16	0.27	0.17	0.16	0.14	0.08
2810459M11Rik	0.0	0.0	0.0	0.01	0.0	0.0
2810468N07Rik	0.5	0.34	0.4	0.48	0.22	0.27
2810471M01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2810474O19Rik	55.35	48.11	52.62	48.16	48.6	45.48
2900005J15Rik	0.23	0.28	0.38	0.19	1.37	1.05
2900008C10Rik	0.05	0.34	0.04	0.05	0.04	0.08
2900009J06Rik	1.94	2.39	2.93	2.72	1.11	1.46
2900011O08Rik	0.46	0.39	0.55	0.21	0.66	0.89
2900026A02Rik	5.56	5.06	5.4	5.98	9.62	10.51
2900041M22Rik	0.0	0.0	0.0	0.0	0.0	0.0
2900052N01Rik	0.0	0.0	0.0	0.0	0.0	0.0
2900055J20Rik	0.0	0.0	0.0	0.0	0.0	0.0
2900057B20Rik	0.9	1.28	0.33	0.88	0.85	1.0
2900060B14Rik	2.65	4.61	3.78	5.41	4.62	5.21
2900076A07Rik	0.03	0.05	0.0	0.12	0.03	0.14
2900079G21Rik	0.0	0.0	0.0	0.0	0.0	0.0
2900092C05Rik	0.06	0.29	0.19	0.12	0.16	0.25
2900092D14Rik	0.01	0.02	0.0	0.0	0.0	0.0
2900097C17Rik	1.43	1.56	1.57	1.64	1.27	1.53
3000002C10Rik	0.12	0.23	0.18	0.18	0.17	0.12
3010001F23Rik	0.0	0.0	0.0	0.0	0.0	0.0
3010026O09Rik	56.35	64.3	54.0	60.57	65.4	64.78
3100003L05Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110001I22Rik	50.91	50.72	49.28	47.07	50.49	46.86
3110002H16Rik	8.09	9.17	7.89	7.98	6.53	7.9
3110009E18Rik	6.34	9.34	3.57	7.51	4.09	5.77
3110009F21Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110015C05Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110021A11Rik	0.0	0.0	0.04	0.0	0.03	0.0
3110021N24Rik	8.76	8.07	4.4	5.16	9.03	11.51
3110035E14Rik	0.0	0.0	0.0	0.01	0.0	0.0
3110039I08Rik	0.14	0.03	0.16	0.34	0.3	0.25
3110039M20Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110040N11Rik	6.27	8.35	8.45	9.93	6.6	6.43
3110043O21Rik	10.42	10.16	10.98	11.95	9.91	10.13
3110045C21Rik	0.64	0.42	0.08	0.11	0.11	0.02
3110052M02Rik	0.09	0.11	0.0	0.02	0.08	0.08
3110056K07Rik	0.0	0.0	0.03	0.04	0.06	0.03
3110057O12Rik	2.68	2.77	1.98	2.99	2.52	2.5
3110062M04Rik	3.13	3.54	2.66	3.36	2.28	2.64
3110070M22Rik	0.55	0.26	2.19	2.51	1.41	1.77
3110079O15Rik	0.0	0.0	0.0	0.0	0.0	0.09
3110082I17Rik	33.45	36.63	42.95	42.5	43.56	44.08
3110082J24Rik	0.0	0.0	0.0	0.0	0.0	0.0
3110099E03Rik	0.44	0.3	0.62	0.64	0.47	0.3
3200001D21Rik	0.02	0.0	0.0	0.0	0.0	0.0
3300002I08Rik	2.15	2.84	2.47	1.36	0.92	0.58
3300002P13Rik	0.0	0.0	0.0	0.0	0.0	0.0
3300005D01Rik	0.0	0.0	0.0	0.0	0.0	0.0
3425401B19Rik	0.0	0.0	0.0	0.0	0.0	0.0
3632451O06Rik	0.2	0.39	0.07	0.23	0.42	0.36
3632454L22Rik	0.0	0.0	0.0	0.01	0.0	0.0
3830403N18Rik	0.0	0.0	0.0	0.0	0.0	0.0
3830406C13Rik	7.72	7.78	7.55	7.77	8.06	7.97
3830408C21Rik	0.11	0.14	0.13	0.15	0.1	0.16
3830417A13Rik	0.0	0.0	0.0	0.0	0.0	0.0
3830432H09Rik	0.01	0.0	0.03	0.0	0.0	0.0
3930402G23Rik	0.0	0.0	0.0	0.01	0.0	0.0
4430402I18Rik	1.25	1.51	1.12	1.46	1.3	1.43
4631405J19Rik	0.02	0.0	0.0	0.02	0.0	0.0
4632404H12Rik	0.34	0.22	0.45	0.48	0.33	0.42
4632415L05Rik	0.0	0.0	0.0	0.02	0.02	0.01
4632427E13Rik	0.08	0.07	0.05	0.13	0.0	0.0
4632428C04Rik	0.0	0.0	0.0	0.0	0.0	0.0
4632428N05Rik	0.0	0.0	0.0	0.02	0.0	0.0
4732416N19Rik	0.09	0.11	0.0	0.22	0.07	0.08
4732456N10Rik	0.02	0.0	0.0	0.0	0.01	0.0
4732471J01Rik	0.13	0.13	0.1	0.25	0.15	0.27
4732490B19Rik	0.04	0.01	0.02	0.03	0.0	0.03
4732491K20Rik	0.22	0.28	0.35	0.29	0.27	0.44
4831407H17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4831440E17Rik	0.03	0.04	0.0	0.02	0.04	0.0
4833411C07Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833412C05Rik	0.02	0.0	0.03	0.04	0.12	0.0
4833415N18Rik	0.0	0.08	0.0	0.0	0.0	0.0
4833417C18Rik	0.02	0.08	0.04	0.05	0.02	0.02
4833418N02Rik	0.04	0.0	0.05	0.0	0.09	0.02
4833419F23Rik	1.03	1.41	0.84	0.83	0.53	0.87
4833420G17Rik	12.63	12.98	20.58	21.15	20.15	21.09
4833422C13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833422M21Rik	0.05	0.23	0.04	0.0	0.23	0.15
4833423E24Rik	0.1	0.06	0.13	0.01	0.06	0.04
4833427F10Rik	0.01	0.05	0.02	0.0	0.0	0.0
4833427G06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4833428L15Rik	0.0	0.09	0.0	0.02	0.0	0.0
4833439L19Rik	4.31	4.5	4.41	4.97	3.91	4.15
4921501E09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921504A21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921504E06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921506M07Rik	8.51	8.78	8.58	10.19	14.04	15.32
4921507L20Rik	0.0	0.04	0.0	0.01	0.0	0.0
4921507P07Rik	0.28	0.29	0.15	0.22	0.08	0.08
4921508D12Rik	0.02	0.0	0.0	0.05	0.0	0.03
4921509C19Rik	0.0	0.0	0.0	0.02	0.0	0.0
4921509O07Rik	0.0	0.0	0.0	0.0	0.01	0.0
4921511C10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511C20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511H03Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511I17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921511M17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921513I03Rik	0.0	0.11	0.0	0.03	0.0	0.07
4921515E04Rik	0.0	0.0	0.0	0.01	0.0	0.0
4921517D22Rik	1.81	2.14	0.07	0.05	3.66	4.07
4921518K17Rik	0.0	0.0	0.01	0.0	0.0	0.0
4921524J17Rik	177.26	189.8	170.91	203.81	165.9	178.92
4921524L21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921525O09Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921529L05Rik	0.56	0.69	0.0	0.0	0.0	0.0
4921530L21Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921531C22Rik	0.25	0.3	0.74	0.6	0.52	0.47
4921531P14Rik	4.95	4.47	4.08	2.78	4.13	4.96
4921533I20Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921534H16Rik	0.0	0.0	0.0	0.0	0.0	0.0
4921536K21Rik	5.31	5.93	7.45	7.91	6.48	8.06
4921539E11Rik	0.0	0.0	0.01	0.0	0.0	0.0
4922502D21Rik	0.0	0.0	0.93	0.27	2.53	0.57
4922502H24Rik	0.0	0.0	0.0	0.0	0.0	0.0
4922502N22Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930401C15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930401O10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930401O12Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930402F06Rik	0.0	0.0	0.0	0.04	0.0	0.0
4930402F11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930402H24Rik	20.18	19.75	17.23	17.11	17.93	15.86
4930402K13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404A05Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404H11Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404I05Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930404N11Rik	0.19	0.13	0.05	0.04	0.17	0.33
4930405A10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930405A21Rik	5.55	6.37	3.8	4.61	5.12	3.53
4930405D11Rik	0.0	0.07	0.06	0.05	0.1	0.1
4930405J17Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930405L22Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930405O22Rik	0.02	0.08	0.07	0.0	0.03	0.06
4930406D18Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930407G08Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930407I10Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930407I19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930412B13Rik	0.02	0.0	0.0	0.0	0.0	0.02
4930412C18Rik	0.02	0.04	0.12	0.03	0.11	0.08
4930412O13Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930413E15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930413F20Rik	0.04	0.17	0.19	0.22	0.09	0.23
4930413G21Rik	1.69	1.64	1.61	1.4	1.75	1.97
4930413M19Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930414N06Rik	0.33	0.31	0.32	0.41	0.43	0.57
4930415F15Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930415L06Rik	0.0	0.0	0.0	0.0	0.0	0.0
4930415O20Rik	0.0	0.0	0.0	0.0	0.12	0.06
4930417O13Rik	0.0	0.0	0.0	0.0	0.02	0.0
4930417O22Rik	0.18	0.06	0.12	0.28	0.17	0.23
4930419G24Rik	0.0	0.0	0.0	0.0	0.0	0.0
